Serial_Number,Campaign_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Reporting_Date,Category
202007280001225,籌碼K線_iOS_下載,APP_INSTALLS,15674,644.0,5.0,10377.0,7.0,5990.0,20200728,FB
202007280001226,20200710_林恩如_Like_其他_軟體,PAGE_LIKES,141,,,,,,20200728,FB
202007280001227,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,3020,325.0,1.0,3771.0,2.0,780.0,20200728,FB
202007280001228,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,3058,278.0,1.0,,1.0,390.0,20200728,FB
202007280001229,華倫_下載_20200722,APP_INSTALLS,1080,199.0,1.0,2988.0,,,20200728,FB
202007280001230,武財神_APP下載_Android_20200723,APP_INSTALLS,430,62.0,,,,,20200728,FB
202007280001231,武財神_APP下載_iOS_20200723,APP_INSTALLS,216,23.0,,,,,20200728,FB
202007280001232,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,3512,,17.0,54182.0,,,20200728,FB
202007280001233,貼文：「【抽書活動《艾蜜莉_價值投資術》】」_軟體,POST_ENGAGEMENT,414,,,,,,20200728,FB
202007280001234,華倫_互動_20200727,POST_ENGAGEMENT,567,,3.0,6275.0,,,20200728,FB
202007280001235,期權先生_0727(互動)_夏令營活動,POST_ENGAGEMENT,1265,,2.0,,,,20200728,FB
202007280001236,武財神_APP下載_Android_20200727_素材測試,APP_INSTALLS,93,13.0,,,,,20200728,FB
202007290001237,期貨電子盤_下載_IOS(舊),APP_INSTALLS,28,3.0,,,,,20200729,FB
202007290001238,股市爆料同學會_20190617(下載),APP_INSTALLS,585,96.0,1.0,899.0,,,20200729,FB
202007290001239,iCheck APP下載_20200324,APP_INSTALLS,190,20.0,,,,,20200729,FB
202007290001240,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,22,4.0,,,,,20200729,FB
202007290001241,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,1,,,,,,20200729,FB
202007290001242,股人阿勳_下載_20200605_軟體,APP_INSTALLS,281,19.0,1.0,8427.0,,,20200729,FB
202007290001243,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,1265,276.0,1.0,690.0,,,20200729,FB
202007290001244,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,,,,,,20200729,FB
202007290001245,20200701_林恩如_AOS_下載_軟體,APP_INSTALLS,174,16.0,,,,,20200729,FB
202007290001246,20200701_林恩如_iOS_下載_軟體,APP_INSTALLS,357,24.0,1.0,3868.0,1.0,,20200729,FB
202007290001247,20200709-0731_林恩如_20週均線簡單操作法_購買_講座,CONVERSIONS,622,,10.0,88056.0,,,20200729,FB
202007290001248,籌碼K線_iOS_下載,APP_INSTALLS,13323,509.0,7.0,5131.0,4.0,1600.0,20200729,FB
202007290001249,20200710_林恩如_Like_其他_軟體,PAGE_LIKES,61,,,,,,20200729,FB
202007290001250,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,3367,300.0,1.0,499.0,1.0,390.0,20200729,FB
202007290001251,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,3332,284.0,,,,,20200729,FB
202007290001252,華倫_下載_20200722,APP_INSTALLS,1050,182.0,3.0,10040.0,,,20200729,FB
202007290001253,武財神_APP下載_Android_20200723,APP_INSTALLS,436,66.0,,,,,20200729,FB
202007290001254,武財神_APP下載_iOS_20200723,APP_INSTALLS,219,17.0,,,,,20200729,FB
202007290001255,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,4135,,12.0,49266.0,,,20200729,FB
202007290001256,華倫_互動_20200727,POST_ENGAGEMENT,580,,3.0,6275.0,,,20200729,FB
202007290001257,期權先生_0727(互動)_夏令營活動,POST_ENGAGEMENT,1320,,3.0,3960.0,,,20200729,FB
202007290001258,武財神_APP下載_Android_20200727_素材測試,APP_INSTALLS,85,13.0,,,,,20200729,FB
202007290001259,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,514,,3.0,9727.0,,,20200729,FB
202007290001260,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,253,,4.0,10908.0,,,20200729,FB
202007290001261,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,493,,9.0,36079.0,,,20200729,FB
202007290001262,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,498,,2.0,7542.0,,,20200729,FB
202007290001263,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,248,,2.0,13899.0,,,20200729,FB
202007290001264,權證小哥_0729(轉換)_付費直播,CONVERSIONS,598,,4.0,41943.0,,,20200729,FB
202007300001265,期貨電子盤_下載_IOS(舊),APP_INSTALLS,30,,,,,,20200730,FB
202007300001266,股市爆料同學會_20190617(下載),APP_INSTALLS,173,39.0,,,,,20200730,FB
202007300001267,iCheck APP下載_20200324,APP_INSTALLS,198,7.0,,,,,20200730,FB
202007300001268,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,116,21.0,,,,,20200730,FB
202007300001269,股人阿勳_下載_20200605_軟體,APP_INSTALLS,587,47.0,2.0,12974.0,,,20200730,FB
202007300001270,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,1432,248.0,2.0,16661.0,,,20200730,FB
202007300001271,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,,,,,,20200730,FB
202007300001272,股市爆料同學會_影片廣告_20200617(下載),APP_INSTALLS,575,71.0,,,,,20200730,FB
202007300001273,股市爆料同學會_常駐廣告_20200618(下載),APP_INSTALLS,461,72.0,,,,,20200730,FB
202007300001274,20200701_林恩如_AOS_下載_軟體,APP_INSTALLS,210,19.0,,,,,20200730,FB
202007300001275,20200701_林恩如_iOS_下載_軟體,APP_INSTALLS,463,35.0,,,2.0,,20200730,FB
202007300001276,20200709-0731_林恩如_20週均線簡單操作法_購買_講座,CONVERSIONS,671,,5.0,34266.0,,,20200730,FB
202007300001277,籌碼K線_iOS_下載,APP_INSTALLS,12598,521.0,3.0,4039.0,3.0,7580.0,20200730,FB
202007300001278,20200710_林恩如_Like_其他_軟體,PAGE_LIKES,50,,,,,,20200730,FB
202007300001279,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,3452,283.0,2.0,3738.0,,,20200730,FB
202007300001280,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,3489,269.0,,,1.0,390.0,20200730,FB
202007300001281,華倫_下載_20200722,APP_INSTALLS,1099,170.0,7.0,40506.0,,,20200730,FB
202007300001282,武財神_APP下載_Android_20200723,APP_INSTALLS,428,59.0,,,,,20200730,FB
202007300001283,武財神_APP下載_iOS_20200723,APP_INSTALLS,214,15.0,,,,,20200730,FB
202007300001284,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,4323,,15.0,49465.0,,,20200730,FB
202007300001285,華倫_互動_20200727,POST_ENGAGEMENT,593,,4.0,9263.0,,,20200730,FB
202007300001286,期權先生_0727(互動)_夏令營活動,POST_ENGAGEMENT,933,,1.0,,,,20200730,FB
202007300001287,武財神_APP下載_Android_20200727_素材測試,APP_INSTALLS,105,15.0,,,,,20200730,FB
202007300001288,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,1521,,5.0,18478.0,,,20200730,FB
202007300001289,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,781,,4.0,18803.0,,,20200730,FB
202007300001290,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,1544,,7.0,38493.0,,,20200730,FB
202007300001291,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,1517,,10.0,45384.0,,,20200730,FB
202007300001292,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,764,,5.0,11379.0,,,20200730,FB
202007300001293,權證小哥_0729(轉換)_付費直播,CONVERSIONS,2304,,28.0,80798.0,,,20200730,FB
202007300001294,股市爆料同學會_20200730(下載),APP_INSTALLS,338,46.0,,,,,20200730,FB
202007310001295,期貨電子盤_下載_IOS(舊),APP_INSTALLS,36,1.0,,,,,20200731,FB
202007310001296,股市爆料同學會_20190617(下載),APP_INSTALLS,33,4.0,,,,,20200731,FB
202007310001297,iCheck APP下載_20200324,APP_INSTALLS,199,17.0,,,,,20200731,FB
202007310001298,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,24,1.0,,,,,20200731,FB
202007310001299,股人阿勳_下載_20200605_軟體,APP_INSTALLS,650,46.0,2.0,,1.0,790.0,20200731,FB
202007310001300,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,1954,312.0,1.0,4699.0,,,20200731,FB
202007310001301,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,,,,,,20200731,FB
202007310001302,股市爆料同學會_影片廣告_20200617(下載),APP_INSTALLS,571,55.0,1.0,,,,20200731,FB
202007310001303,股市爆料同學會_常駐廣告_20200618(下載),APP_INSTALLS,459,51.0,1.0,,,,20200731,FB
202007310001304,20200701_林恩如_AOS_下載_軟體,APP_INSTALLS,205,22.0,,,,,20200731,FB
202007310001305,20200701_林恩如_iOS_下載_軟體,APP_INSTALLS,361,26.0,1.0,299.0,1.0,,20200731,FB
202007310001306,20200709-0731_林恩如_20週均線簡單操作法_購買_講座,CONVERSIONS,426,,5.0,41066.0,,,20200731,FB
202007310001307,籌碼K線_iOS_下載,APP_INSTALLS,13516,524.0,9.0,19206.0,4.0,7980.0,20200731,FB
202007310001308,20200710_林恩如_Like_其他_軟體,PAGE_LIKES,84,,,,,,20200731,FB
202007310001309,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,4116,309.0,,,1.0,390.0,20200731,FB
202007310001310,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,3181,202.0,3.0,748.0,,,20200731,FB
202007310001311,華倫_下載_20200722,APP_INSTALLS,1092,183.0,2.0,8337.0,,,20200731,FB
202007310001312,武財神_APP下載_Android_20200723,APP_INSTALLS,431,52.0,,,,,20200731,FB
202007310001313,武財神_APP下載_iOS_20200723,APP_INSTALLS,212,15.0,,,,,20200731,FB
202007310001314,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,4539,,14.0,33119.0,,,20200731,FB
202007310001315,華倫_互動_20200727,POST_ENGAGEMENT,626,,3.0,7807.0,,,20200731,FB
202007310001316,武財神_APP下載_Android_20200727_素材測試,APP_INSTALLS,34,3.0,,,,,20200731,FB
202007310001317,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,1547,,8.0,41844.0,,,20200731,FB
202007310001318,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,1268,,10.0,32063.0,,,20200731,FB
202007310001319,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,1621,,4.0,6827.0,,,20200731,FB
202007310001320,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,1183,,5.0,15997.0,,,20200731,FB
202007310001321,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,1197,,9.0,27594.0,,,20200731,FB
202007310001322,權證小哥_0729(轉換)_付費直播,CONVERSIONS,2300,,25.0,82292.0,,,20200731,FB
202007310001323,股市爆料同學會_20200730(下載),APP_INSTALLS,226,39.0,,,,,20200731,FB
202008010001324,期貨電子盤_下載_IOS(舊),APP_INSTALLS,28,3.0,,,,,20200801,FB
202008010001325,股市爆料同學會_20190617(下載),APP_INSTALLS,373,69.0,,,,,20200801,FB
202008010001326,iCheck APP下載_20200324,APP_INSTALLS,200,11.0,,,,,20200801,FB
202008010001327,股人阿勳_下載_20200605_軟體,APP_INSTALLS,610,38.0,,,,,20200801,FB
202008010001328,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,1,2.0,,,,,20200801,FB
202008010001329,籌碼K線_iOS_下載,APP_INSTALLS,13802,634.0,12.0,28693.0,5.0,6880.0,20200801,FB
202008010001330,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,5301,400.0,2.0,299.0,1.0,390.0,20200801,FB
202008010001331,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,3334,252.0,1.0,999.0,,,20200801,FB
202008010001332,華倫_下載_20200722,APP_INSTALLS,1102,194.0,1.0,15698.0,,,20200801,FB
202008010001333,武財神_APP下載_Android_20200723,APP_INSTALLS,421,45.0,1.0,,,,20200801,FB
202008010001334,武財神_APP下載_iOS_20200723,APP_INSTALLS,218,15.0,,,1.0,90.0,20200801,FB
202008010001335,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,4487,,12.0,50813.0,,,20200801,FB
202008010001336,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,1557,,4.0,12982.0,,,20200801,FB
202008010001337,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,1525,,10.0,43840.0,,,20200801,FB
202008010001338,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,1579,,11.0,37052.0,,,20200801,FB
202008010001339,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,791,,5.0,16267.0,,,20200801,FB
202008010001340,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,1540,,4.0,28782.0,,,20200801,FB
202008010001341,權證小哥_0729(轉換)_付費直播,CONVERSIONS,957,,14.0,39805.0,,,20200801,FB
202008010001342,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,2310,212.0,1.0,10627.0,,,20200801,FB
202008010001343,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,2598,163.0,1.0,,24.0,,20200801,FB
202008010001344,20200801_林恩如_Like_其他_軟體,PAGE_LIKES,283,,,,,,20200801,FB
202008020001345,期貨電子盤_下載_IOS(舊),APP_INSTALLS,58,1.0,,,,,20200802,FB
202008020001346,股市爆料同學會_20190617(下載),APP_INSTALLS,456,72.0,,,,,20200802,FB
202008020001347,iCheck APP下載_20200324,APP_INSTALLS,201,22.0,,,,,20200802,FB
202008020001348,股人阿勳_下載_20200605_軟體,APP_INSTALLS,599,40.0,,,,,20200802,FB
202008020001349,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,,,,,,20200802,FB
202008020001350,籌碼K線_iOS_下載,APP_INSTALLS,14974,633.0,7.0,16278.0,4.0,7980.0,20200802,FB
202008020001351,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,5374,400.0,,,1.0,390.0,20200802,FB
202008020001352,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,3405,251.0,,,,,20200802,FB
202008020001353,華倫_下載_20200722,APP_INSTALLS,1106,159.0,3.0,8388.0,,,20200802,FB
202008020001354,武財神_APP下載_Android_20200723,APP_INSTALLS,434,66.0,,,,,20200802,FB
202008020001355,武財神_APP下載_iOS_20200723,APP_INSTALLS,208,13.0,,,,,20200802,FB
202008020001356,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,4370,,15.0,55256.0,,,20200802,FB
202008020001357,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,1594,,3.0,3889.0,,,20200802,FB
202008020001358,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,1601,,11.0,62178.0,,,20200802,FB
202008020001359,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,1609,,13.0,46043.0,,,20200802,FB
202008020001360,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,813,,4.0,3728.0,,,20200802,FB
202008020001361,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,1591,,9.0,41523.0,,,20200802,FB
202008020001362,權證小哥_0729(轉換)_付費直播,CONVERSIONS,1005,,17.0,86737.0,,,20200802,FB
202008020001363,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,1671,123.0,2.0,7888.0,,,20200802,FB
202008020001364,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,1907,104.0,4.0,11358.0,18.0,,20200802,FB
202008020001365,20200801_林恩如_Like_其他_軟體,PAGE_LIKES,311,,4.0,21939.0,,,20200802,FB
202008030001366,期貨電子盤_下載_IOS(舊),APP_INSTALLS,77,4.0,,,,,20200803,FB
202008030001367,股市爆料同學會_20190617(下載),APP_INSTALLS,548,108.0,,,,,20200803,FB
202008030001368,iCheck APP下載_20200324,APP_INSTALLS,195,13.0,,,,,20200803,FB
202008030001369,股人阿勳_下載_20200605_軟體,APP_INSTALLS,374,24.0,,,,,20200803,FB
202008030001370,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,1,,,,,,20200803,FB
202008030001371,籌碼K線_iOS_下載,APP_INSTALLS,14689,528.0,3.0,820.0,4.0,3330.0,20200803,FB
202008030001372,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,4728,390.0,6.0,17363.0,,,20200803,FB
202008030001373,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,2728,242.0,2.0,3825.0,,,20200803,FB
202008030001374,華倫_下載_20200722,APP_INSTALLS,1096,147.0,1.0,,,,20200803,FB
202008030001375,武財神_APP下載_Android_20200723,APP_INSTALLS,425,57.0,,,,,20200803,FB
202008030001376,武財神_APP下載_iOS_20200723,APP_INSTALLS,215,16.0,,,,,20200803,FB
202008030001377,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,2467,,12.0,64387.0,,,20200803,FB
202008030001378,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,1554,,8.0,25921.0,,,20200803,FB
202008030001379,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,1547,,4.0,17228.0,,,20200803,FB
202008030001380,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,927,,5.0,23209.0,,,20200803,FB
202008030001381,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,769,,4.0,17889.0,,,20200803,FB
202008030001382,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,949,,4.0,32333.0,,,20200803,FB
202008030001383,權證小哥_0729(轉換)_付費直播,CONVERSIONS,975,,10.0,35846.0,,,20200803,FB
202008030001384,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,860,67.0,1.0,,,,20200803,FB
202008030001385,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,659,44.0,,,4.0,,20200803,FB
202008030001386,20200801_林恩如_Like_其他_軟體,PAGE_LIKES,193,,,,,,20200803,FB
202008030001387,20200803-0807_林恩如_2020期指決勝特訓班_購買_講座,CONVERSIONS,1519,,6.0,34791.0,,,20200803,FB
202008040001388,期貨電子盤_下載_IOS(舊),APP_INSTALLS,90,4.0,,,,,20200804,FB
202008040001389,股市爆料同學會_20190617(下載),APP_INSTALLS,339,49.0,1.0,2988.0,,,20200804,FB
202008040001390,iCheck APP下載_20200324,APP_INSTALLS,200,21.0,,,,,20200804,FB
202008040001391,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,99,12.0,,,,,20200804,FB
202008040001392,股市爆料同學會_常駐廣告_20200416(下載),APP_INSTALLS,12,2.0,,,,,20200804,FB
202008040001393,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,0,,,,,,20200804,FB
202008040001394,股人阿勳_下載_20200605_軟體,APP_INSTALLS,221,22.0,,,,,20200804,FB
202008040001395,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,2303,381.0,1.0,499.0,,,20200804,FB
202008040001396,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,1.0,,,,,20200804,FB
202008040001397,股市爆料同學會_影片廣告_20200617(下載),APP_INSTALLS,576,49.0,,,,,20200804,FB
202008040001398,股市爆料同學會_常駐廣告_20200618(下載),APP_INSTALLS,460,49.0,,,,,20200804,FB
202008040001399,股市爆料同學會_事件型廣告_20200624,APP_INSTALLS,570,58.0,,,,,20200804,FB
202008040001400,股市爆料同學會_20200708(下載),APP_INSTALLS,1147,140.0,,,,,20200804,FB
202008040001401,籌碼K線_iOS_下載,APP_INSTALLS,14034,511.0,5.0,7458.0,4.0,1600.0,20200804,FB
202008040001402,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,4611,372.0,1.0,2988.0,,,20200804,FB
202008040001403,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,2550,210.0,3.0,7261.0,,,20200804,FB
202008040001404,華倫_下載_20200722,APP_INSTALLS,1100,154.0,2.0,2988.0,,,20200804,FB
202008040001405,武財神_APP下載_Android_20200723,APP_INSTALLS,441,50.0,,,,,20200804,FB
202008040001406,武財神_APP下載_iOS_20200723,APP_INSTALLS,213,15.0,,,,,20200804,FB
202008040001407,權證小哥_0724(轉換)_課程(台中),CONVERSIONS,493,,3.0,8138.0,,,20200804,FB
202008040001408,權證小哥_0729(轉換)_課程(新竹),CONVERSIONS,399,,1.0,7888.0,,,20200804,FB
202008040001409,權證小哥_0729(轉換)_課程(桃園),CONVERSIONS,377,,1.0,,,,20200804,FB
202008040001410,權證小哥_0729(轉換)_課程(台北),CONVERSIONS,199,,2.0,15888.0,,,20200804,FB
202008040001411,權證小哥_0729(轉換)_課程(高雄),CONVERSIONS,201,,,,,,20200804,FB
202008040001412,權證小哥_0729(轉換)_課程(台南),CONVERSIONS,186,,,,,,20200804,FB
202008040001413,權證小哥_0729(轉換)_付費直播,CONVERSIONS,244,,1.0,3577.0,,,20200804,FB
202008040001414,股市爆料同學會_20200730(下載),APP_INSTALLS,279,37.0,,,,,20200804,FB
202008040001415,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,854,67.0,1.0,,,,20200804,FB
202008040001416,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,1027,63.0,2.0,,5.0,,20200804,FB
202008040001417,20200801_林恩如_Like_其他_軟體,PAGE_LIKES,132,,,,,,20200804,FB
202008040001418,20200803-0807_林恩如_2020期指決勝特訓班_購買_講座,CONVERSIONS,4806,,40.0,235695.0,,,20200804,FB
202008040001419,股人阿勳按讚0804_軟體,PAGE_LIKES,66,,,,,,20200804,FB
202008050001420,期貨電子盤_下載_IOS(舊),APP_INSTALLS,58,3.0,,,,,20200805,FB
202008050001421,股市爆料同學會_20190617(下載),APP_INSTALLS,70,11.0,1.0,1937.0,,,20200805,FB
202008050001422,iCheck APP下載_20200324,APP_INSTALLS,200,16.0,,,,,20200805,FB
202008050001423,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,78,11.0,,,,,20200805,FB
202008050001424,股市爆料同學會_常駐廣告_20200416(下載),APP_INSTALLS,3,,,,,,20200805,FB
202008050001425,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,0,,,,,,20200805,FB
202008050001426,股人阿勳_下載_20200605_軟體,APP_INSTALLS,511,33.0,3.0,29064.0,,,20200805,FB
202008050001427,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,2302,397.0,3.0,3490.0,,,20200805,FB
202008050001428,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,,,,,,20200805,FB
202008050001429,股市爆料同學會_影片廣告_20200617(下載),APP_INSTALLS,570,64.0,,,,,20200805,FB
202008050001430,股市爆料同學會_常駐廣告_20200618(下載),APP_INSTALLS,462,36.0,,,,,20200805,FB
202008050001431,股市爆料同學會_事件型廣告_20200624,APP_INSTALLS,155,9.0,,,,,20200805,FB
202008050001432,股市爆料同學會_20200708(下載),APP_INSTALLS,1154,148.0,,,,,20200805,FB
202008050001433,籌碼K線_iOS_下載,APP_INSTALLS,16783,686.0,10.0,34353.0,2.0,820.0,20200805,FB
202008050001434,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,4499,377.0,2.0,11136.0,3.0,1170.0,20200805,FB
202008050001435,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,2511,203.0,1.0,,,,20200805,FB
202008050001436,華倫_下載_20200722,APP_INSTALLS,1065,91.0,,,,,20200805,FB
202008050001437,武財神_APP下載_Android_20200723,APP_INSTALLS,436,49.0,,,,,20200805,FB
202008050001438,武財神_APP下載_iOS_20200723,APP_INSTALLS,216,11.0,,,1.0,90.0,20200805,FB
202008050001439,股市爆料同學會_20200730(下載),APP_INSTALLS,278,39.0,1.0,399.0,,,20200805,FB
202008050001440,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,1012,81.0,1.0,,,,20200805,FB
202008050001441,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,1166,54.0,3.0,,4.0,,20200805,FB
202008050001442,20200801_林恩如_Like_其他_軟體,PAGE_LIKES,63,,,,,,20200805,FB
202008050001443,20200803-0807_林恩如_2020期指決勝特訓班_購買_講座,CONVERSIONS,3656,,24.0,152225.0,,,20200805,FB
202008050001444,華倫_購買_20200805,CONVERSIONS,16132,,300.0,500473.0,,,20200805,FB
202008050001445,股人阿勳按讚0804_軟體,PAGE_LIKES,300,,1.0,,,,20200805,FB
202008060001446,期貨電子盤_下載_IOS(舊),APP_INSTALLS,42,,,,,,20200806,FB
202008060001447,股市爆料同學會_20190617(下載),APP_INSTALLS,107,10.0,2.0,6980.0,,,20200806,FB
202008060001448,iCheck APP下載_20200324,APP_INSTALLS,201,24.0,,,,,20200806,FB
202008060001449,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,10,1.0,,,,,20200806,FB
202008060001450,股市爆料同學會_常駐廣告_20200416(下載),APP_INSTALLS,6,1.0,,,,,20200806,FB
202008060001451,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,0,,,,,,20200806,FB
202008060001452,股人阿勳_下載_20200605_軟體,APP_INSTALLS,540,37.0,2.0,8388.0,,,20200806,FB
202008060001453,股市爆料同學會_測試專用_20200606(下載),APP_INSTALLS,2301,416.0,2.0,3490.0,,,20200806,FB
202008060001454,股市爆料同學會_事件型廣告_20200609,APP_INSTALLS,0,,,,,,20200806,FB
202008060001455,股市爆料同學會_影片廣告_20200617(下載),APP_INSTALLS,573,56.0,,,,,20200806,FB
202008060001456,股市爆料同學會_常駐廣告_20200618(下載),APP_INSTALLS,320,26.0,,,,,20200806,FB
202008060001457,股市爆料同學會_20200708(下載),APP_INSTALLS,1146,113.0,1.0,,,,20200806,FB
202008060001458,籌碼K線_iOS_下載,APP_INSTALLS,16904,676.0,8.0,33046.0,4.0,7980.0,20200806,FB
202008060001459,0721艾蜜莉APP下載  (iOS)_軟體,APP_INSTALLS,4508,362.0,6.0,10336.0,1.0,390.0,20200806,FB
202008060001460,0721艾蜜莉APP下載 (Android)_軟體,APP_INSTALLS,2504,207.0,2.0,3886.0,1.0,390.0,20200806,FB
202008060001461,華倫_下載_20200722,APP_INSTALLS,1077,94.0,,,,,20200806,FB
202008060001462,武財神_APP下載_Android_20200723,APP_INSTALLS,427,39.0,,,,,20200806,FB
202008060001463,武財神_APP下載_iOS_20200723,APP_INSTALLS,213,10.0,,,1.0,90.0,20200806,FB
202008060001464,股市爆料同學會_20200730(下載),APP_INSTALLS,286,31.0,,,,,20200806,FB
202008060001465,20200801_林恩如_AOS_下載_軟體,APP_INSTALLS,695,43.0,,,,,20200806,FB
202008060001466,20200801_林恩如_iOS_下載_軟體,APP_INSTALLS,1096,59.0,,,9.0,,20200806,FB
202008060001467,20200801_林恩如_Like_其他_軟體,PAGE_LIKES,51,,,,,,20200806,FB
202008060001468,20200803-0807_林恩如_2020期指決勝特訓班_購買_講座,CONVERSIONS,2993,,13.0,125869.0,,,20200806,FB
202008060001469,華倫_購買_20200805,CONVERSIONS,15397,,148.0,354393.0,,,20200806,FB
202008060001470,股人阿勳按讚0804_軟體,PAGE_LIKES,299,,,,,,20200806,FB
202008060001471,20200806-0828_林恩如_2020技術分析實戰班_購買_講座,CONVERSIONS,1203,,5.0,29396.0,,,20200806,FB
202008060001472,阿勳直播打觸及_軟體,REACH,0,,,,,,20200806,FB
202008060001473,阿勳直播預告0806_軟體,LINK_CLICKS,187,,,,,,20200806,FB
202008070001474,期貨電子盤_下載_IOS(舊),APP_INSTALLS,70,1.0,,,,,20200807,FB
202008070001475,股市爆料同學會_20190617(下載),APP_INSTALLS,61,9.0,,,,,20200807,FB
202008070001476,iCheck APP下載_20200324,APP_INSTALLS,193,13.0,,,,,20200807,FB
