Serial_Number,Campaign_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Reporting_Date,Category
202004230001400,期權先生0513講座_互動,POST_ENGAGEMENT,518,,,,,,20200423,FB
202004230001401,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,215,22,,,,,20200423,FB
202004230001402,籌碼K線財神下單＿下載,APP_INSTALLS,100,15,1,1288,,,20200423,FB
202004230001403,股人阿勳_下載_軟體,APP_INSTALLS,659,79,2,1777,,,20200423,FB
202004230001404,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200423,FB
202004240001405,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3210,134,1,400,4,6380,20200424,FB
202004240001406,期貨電子盤_下載_IOS(舊),APP_INSTALLS,120,8,,,,,20200424,FB
202004240001407,股市爆料同學會_20190617(下載),APP_INSTALLS,1002,143,1,1288,,,20200424,FB
202004240001408,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5734,211,5,5152,1,3490,20200424,FB
202004240001409,籌碼K線APP_導購買,CONVERSIONS,382,8,26,49688,2,6980,20200424,FB
202004240001410,武財神_APP下載_20200221,APP_INSTALLS,226,30,,,,,20200424,FB
202004240001411,林恩如_2020講座(購買)_講座,CONVERSIONS,566,,13,24045,,,20200424,FB
202004240001412,iCheck APP下載_20200324,APP_INSTALLS,505,76,,,,,20200424,FB
202004240001413,籌碼K線_下載_興趣投資受眾,APP_INSTALLS,511,29,,,2,3890,20200424,FB
202004240001414,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,177,29,,,,,20200424,FB
202004240001415,期權先生0513講座_互動,POST_ENGAGEMENT,517,,1,1288,,,20200424,FB
202004240001416,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,90,9,,,,,20200424,FB
202004240001417,籌碼K線財神下單＿下載,APP_INSTALLS,99,13,,,1,3490,20200424,FB
202004240001418,股人阿勳_下載_軟體,APP_INSTALLS,585,69,,,,,20200424,FB
202004240001419,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200424,FB
202004240001420,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,767,75,1,3490,1,390,20200424,FB
202004250001421,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3091,151,8,20646,3,4270,20200425,FB
202004250001422,期貨電子盤_下載_IOS(舊),APP_INSTALLS,127,7,,,,,20200425,FB
202004250001423,股市爆料同學會_20190617(下載),APP_INSTALLS,875,102,,,,,20200425,FB
202004250001424,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5647,259,8,12232,2,6980,20200425,FB
202004250001425,籌碼K線APP_導購買,CONVERSIONS,414,8,17,71230,4,6260,20200425,FB
202004250001426,武財神_APP下載_20200221,APP_INSTALLS,225,32,,,,,20200425,FB
202004250001427,林恩如_2020講座(購買)_講座,CONVERSIONS,199,,2,399,,,20200425,FB
202004250001428,iCheck APP下載_20200324,APP_INSTALLS,517,52,,,,,20200425,FB
202004250001429,籌碼K線_下載_興趣投資受眾,APP_INSTALLS,271,13,1,1288,1,400,20200425,FB
202004250001430,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,397,74,,,,,20200425,FB
202004250001431,期權先生0513講座_互動,POST_ENGAGEMENT,533,,,,,,20200425,FB
202004250001432,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,90,11,,,,,20200425,FB
202004250001433,籌碼K線財神下單＿下載,APP_INSTALLS,103,11,,,,,20200425,FB
202004250001434,股人阿勳_下載_軟體,APP_INSTALLS,471,69,,,,,20200425,FB
202004250001435,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200425,FB
202004250001436,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,3409,334,6,7139,2,780,20200425,FB
202004260001437,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3406,188,4,2068,2,780,20200426,FB
202004260001438,期貨電子盤_下載_IOS(舊),APP_INSTALLS,119,5,1,1288,,,20200426,FB
202004260001439,股市爆料同學會_20190617(下載),APP_INSTALLS,1201,167,2,3022,,,20200426,FB
202004260001440,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,6109,311,7,5949,4,4660,20200426,FB
202004260001441,籌碼K線APP_導購買,CONVERSIONS,405,8,26,82958,4,10860,20200426,FB
202004260001442,武財神_APP下載_20200221,APP_INSTALLS,224,38,,,,,20200426,FB
202004260001443,iCheck APP下載_20200324,APP_INSTALLS,506,89,,,,,20200426,FB
202004260001444,籌碼K線_下載_興趣投資受眾,APP_INSTALLS,140,7,,,,,20200426,FB
202004260001445,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,336,62,,,,,20200426,FB
202004260001446,期權先生0513講座_互動,POST_ENGAGEMENT,548,,4,16054,,,20200426,FB
202004260001447,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,204,32,,,,,20200426,FB
202004260001448,籌碼K線財神下單＿下載,APP_INSTALLS,100,11,,,,,20200426,FB
202004260001449,股人阿勳_下載_軟體,APP_INSTALLS,667,103,1,489,,,20200426,FB
202004260001450,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200426,FB
202004260001451,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,3043,364,7,9016,,,20200426,FB
202004270001452,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3129,158,6,5958,3,4270,20200427,FB
202004270001453,期貨電子盤_下載_IOS(舊),APP_INSTALLS,118,10,,,,,20200427,FB
202004270001454,股市爆料同學會_20190617(下載),APP_INSTALLS,992,166,1,3577,,,20200427,FB
202004270001455,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5440,235,6,10832,4,8170,20200427,FB
202004270001456,籌碼K線APP_導購買,CONVERSIONS,395,8,24,76643,6,14740,20200427,FB
202004270001457,武財神_APP下載_20200221,APP_INSTALLS,217,30,,,,,20200427,FB
202004270001458,林恩如_2020講座(購買)_講座,CONVERSIONS,526,,32,142884,,,20200427,FB
202004270001459,iCheck APP下載_20200324,APP_INSTALLS,477,62,,,,,20200427,FB
202004270001460,籌碼K線_下載_興趣投資受眾,APP_INSTALLS,38,2,,,,,20200427,FB
202004270001461,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,562,128,2,10176,,,20200427,FB
202004270001462,期權先生0513講座_互動,POST_ENGAGEMENT,510,,1,299,,,20200427,FB
202004270001463,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,197,41,,,,,20200427,FB
202004270001464,股人阿勳_下載_軟體,APP_INSTALLS,605,78,2,10176,,,20200427,FB
202004270001465,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200427,FB
202004270001466,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,3187,309,10,23975,,,20200427,FB
202004270001467,阿格力_下載_軟體,APP_INSTALLS,367,37,,,,,20200427,FB
202004280001468,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3179,156,7,9444,3,7470,20200428,FB
202004280001469,期貨電子盤_下載_IOS(舊),APP_INSTALLS,118,7,2,4778,,,20200428,FB
202004280001470,股市爆料同學會_20190617(下載),APP_INSTALLS,1256,210,5,10603,,,20200428,FB
202004280001471,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5243,230,1,1288,2,2380,20200428,FB
202004280001472,籌碼K線APP_導購買,CONVERSIONS,173,5,15,30595,7,10550,20200428,FB
202004280001473,武財神_APP下載_20200221,APP_INSTALLS,216,23,,,,,20200428,FB
202004280001474,林恩如_2020講座(購買)_講座,CONVERSIONS,576,,32,98024,,,20200428,FB
202004280001475,iCheck APP下載_20200324,APP_INSTALLS,488,54,,,,,20200428,FB
202004280001476,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,453,74,1,1288,,,20200428,FB
202004280001477,期權先生0513講座_互動,POST_ENGAGEMENT,494,,,,,,20200428,FB
202004280001478,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,348,53,,,,,20200428,FB
202004280001479,股人阿勳_下載_軟體,APP_INSTALLS,806,80,6,12130,,,20200428,FB
202004280001480,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200428,FB
202004280001481,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,2936,307,11,21004,,,20200428,FB
202004280001482,阿格力_下載_軟體,APP_INSTALLS,1162,113,,,,,20200428,FB
202004290001483,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3589,186,1,390,1,1990,20200429,FB
202004290001484,期貨電子盤_下載_IOS(舊),APP_INSTALLS,124,4,,,,,20200429,FB
202004290001485,股市爆料同學會_20190617(下載),APP_INSTALLS,1574,260,12,19533,,,20200429,FB
202004290001486,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,6163,291,8,11451,1,390,20200429,FB
202004290001487,武財神_APP下載_20200221,APP_INSTALLS,193,24,,,,,20200429,FB
202004290001488,林恩如_2020講座(購買)_講座,CONVERSIONS,576,,41,159879,,,20200429,FB
202004290001489,iCheck APP下載_20200324,APP_INSTALLS,494,45,1,3488,,,20200429,FB
202004290001490,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,248,51,1,3490,,,20200429,FB
202004290001491,期權先生0513講座_互動,POST_ENGAGEMENT,520,,1,1288,,,20200429,FB
202004290001492,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,481,76,,,,,20200429,FB
202004290001493,股人阿勳_下載_軟體,APP_INSTALLS,868,102,5,12240,1,790,20200429,FB
202004290001494,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200429,FB
202004290001495,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,3288,294,19,28306,5,1950,20200429,FB
202004290001496,阿格力_下載_軟體,APP_INSTALLS,1264,71,,,,,20200429,FB
202004300001497,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3519,190,7,14317,1,390,20200430,FB
202004300001498,期貨電子盤_下載_IOS(舊),APP_INSTALLS,124,2,,,,,20200430,FB
202004300001499,股市爆料同學會_20190617(下載),APP_INSTALLS,2129,325,12,30376,,,20200430,FB
202004300001500,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4890,201,4,2875,1,3490,20200430,FB
202004300001501,武財神_APP下載_20200221,APP_INSTALLS,203,15,,,,,20200430,FB
202004300001502,林恩如_2020講座(購買)_講座,CONVERSIONS,577,,17,46726,,,20200430,FB
202004300001503,iCheck APP下載_20200324,APP_INSTALLS,514,56,,,,,20200430,FB
202004300001504,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,735,136,5,13862,,,20200430,FB
202004300001505,期權先生0513講座_互動,POST_ENGAGEMENT,521,,,,,,20200430,FB
202004300001506,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,303,32,,,,,20200430,FB
202004300001507,股人阿勳_下載_軟體,APP_INSTALLS,1176,95,9,25109,,,20200430,FB
202004300001508,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200430,FB
202004300001509,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,3177,332,13,24264,1,390,20200430,FB
202005010001510,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3299,162,3,299,12,23940,20200501,FB
202005010001511,期貨電子盤_下載_IOS(舊),APP_INSTALLS,130,12,,,,,20200501,FB
202005010001512,股市爆料同學會_20190617(下載),APP_INSTALLS,2275,323,1,,,,20200501,FB
202005010001513,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3426,194,3,10055,2,3990,20200501,FB
202005010001514,武財神_APP下載_20200221,APP_INSTALLS,209,28,,,,,20200501,FB
202005010001515,林恩如_2020講座(購買)_講座,CONVERSIONS,568,,21,77814,,,20200501,FB
202005010001516,iCheck APP下載_20200324,APP_INSTALLS,502,50,,,,,20200501,FB
202005010001517,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,654,87,,,,,20200501,FB
202005010001518,期權先生0513講座_互動,POST_ENGAGEMENT,517,,1,,,,20200501,FB
202005010001519,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,87,9,,,,,20200501,FB
202005010001520,股人阿勳_下載_軟體,APP_INSTALLS,1272,107,8,16093,,,20200501,FB
202005010001521,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200501,FB
202005010001522,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,3513,298,10,10304,,,20200501,FB
202005020001523,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3348,170,7,5064,1,400,20200502,FB
202005020001524,期貨電子盤_下載_IOS(舊),APP_INSTALLS,133,6,,,,,20200502,FB
202005020001525,股市爆料同學會_20190617(下載),APP_INSTALLS,1938,233,4,2875,,,20200502,FB
202005020001526,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3541,190,4,3999,2,800,20200502,FB
202005020001527,武財神_APP下載_20200221,APP_INSTALLS,209,18,,,,,20200502,FB
202005020001528,林恩如_2020講座(購買)_講座,CONVERSIONS,573,,18,39963,,,20200502,FB
202005020001529,iCheck APP下載_20200324,APP_INSTALLS,519,47,,,,,20200502,FB
202005020001530,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,694,107,1,,,,20200502,FB
202005020001531,期權先生0513講座_互動,POST_ENGAGEMENT,547,,3,8464,,,20200502,FB
202005020001532,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,20,1,,,,,20200502,FB
202005020001533,股人阿勳_下載_軟體,APP_INSTALLS,1157,116,2,2576,,,20200502,FB
202005020001534,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200502,FB
202005020001535,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,2911,268,6,21128,1,390,20200502,FB
202005030001536,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,2975,163,9,8633,3,1200,20200503,FB
202005030001537,期貨電子盤_下載_IOS(舊),APP_INSTALLS,123,11,1,,,,20200503,FB
202005030001538,股市爆料同學會_20190617(下載),APP_INSTALLS,1766,250,6,17623,,,20200503,FB
202005030001539,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,2795,162,5,4578,5,3690,20200503,FB
202005030001540,武財神_APP下載_20200221,APP_INSTALLS,212,20,,,,,20200503,FB
202005030001541,林恩如_2020講座(購買)_講座,CONVERSIONS,506,,39,128961,,,20200503,FB
202005030001542,iCheck APP下載_20200324,APP_INSTALLS,491,67,,,,,20200503,FB
202005030001543,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,360,53,1,299,,,20200503,FB
202005030001544,期權先生0513講座_互動,POST_ENGAGEMENT,530,,1,1288,,,20200503,FB
202005030001545,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,9,2,,,,,20200503,FB
202005030001546,股人阿勳_下載_軟體,APP_INSTALLS,1187,149,5,8642,,,20200503,FB
202005030001547,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200503,FB
202005030001548,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,2737,285,11,18879,,,20200503,FB
202005040001549,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1763,90,2,2576,1,400,20200504,FB
202005040001550,期貨電子盤_下載_IOS(舊),APP_INSTALLS,122,8,,,,,20200504,FB
202005040001551,股市爆料同學會_20190617(下載),APP_INSTALLS,1899,297,3,8647,,,20200504,FB
202005040001552,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,1638,89,,,1,400,20200504,FB
202005040001553,武財神_APP下載_20200221,APP_INSTALLS,201,13,,,,,20200504,FB
202005040001554,林恩如_2020講座(購買)_講座,CONVERSIONS,501,,10,22272,,,20200504,FB
202005040001555,iCheck APP下載_20200324,APP_INSTALLS,487,45,,,,,20200504,FB
202005040001556,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,283,44,1,1288,,,20200504,FB
202005040001557,期權先生0513講座_互動,POST_ENGAGEMENT,529,,,,,,20200504,FB
202005040001558,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,8,,,,,,20200504,FB
202005040001559,股人阿勳_下載_軟體,APP_INSTALLS,1177,99,11,47613,,,20200504,FB
202005040001560,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200504,FB
202005040001561,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,2243,212,3,1288,,,20200504,FB
202005040001562,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,232,20,,,2,3990,20200504,FB
202005040001563,林恩如_下載_0504建立_軟體,APP_INSTALLS,169,13,,,,,20200504,FB
202005050001564,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,2751,149,5,4643,1,3590,20200505,FB
202005050001565,期貨電子盤_下載_IOS(舊),APP_INSTALLS,117,4,1,1288,,,20200505,FB
202005050001566,股市爆料同學會_20190617(下載),APP_INSTALLS,2397,390,11,28606,,,20200505,FB
202005050001567,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3246,139,10,12505,2,800,20200505,FB
202005050001568,武財神_APP下載_20200221,APP_INSTALLS,207,19,,,,,20200505,FB
202005050001569,林恩如_2020講座(購買)_講座,CONVERSIONS,502,,23,57963,,,20200505,FB
202005050001570,iCheck APP下載_20200324,APP_INSTALLS,493,53,,,,,20200505,FB
202005050001571,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,348,74,4,5152,,,20200505,FB
202005050001572,期權先生0513講座_互動,POST_ENGAGEMENT,536,,1,1288,,,20200505,FB
202005050001573,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,14,3,,,,,20200505,FB
202005050001574,股人阿勳_下載_軟體,APP_INSTALLS,1148,89,1,,,,20200505,FB
202005050001575,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,1,,,,,,20200505,FB
202005050001576,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,2347,228,12,20213,1,390,20200505,FB
202005050001577,權證小哥_軟體_導購_20200505,LINK_CLICKS,58,,1,3631,,,20200505,FB
202005050001578,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,904,56,1,1288,,,20200505,FB
202005050001579,林恩如_下載_0504建立_軟體,APP_INSTALLS,452,37,1,1288,,,20200505,FB
202005050001580,20200505_下載艾蜜莉app_軟體,APP_INSTALLS,760,28,,,,,20200505,FB
202005060001581,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,2884,147,4,5378,4,1600,20200506,FB
202005060001582,期貨電子盤_下載_IOS(舊),APP_INSTALLS,123,7,2,14360,,,20200506,FB
202005060001583,股市爆料同學會_20190617(下載),APP_INSTALLS,1845,360,3,8862,,,20200506,FB
202005060001584,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3865,141,3,2976,1,400,20200506,FB
202005060001585,武財神_APP下載_20200221,APP_INSTALLS,192,20,,,,,20200506,FB
202005060001586,林恩如_2020講座(購買)_講座,CONVERSIONS,471,,7,8251,,,20200506,FB
202005060001587,iCheck APP下載_20200324,APP_INSTALLS,505,56,,,,,20200506,FB
202005060001588,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,385,61,,,,,20200506,FB
202005060001589,期權先生0513講座_互動,POST_ENGAGEMENT,527,,1,1288,,,20200506,FB
202005060001590,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,4,2,,,,,20200506,FB
202005060001591,股人阿勳_下載_軟體,APP_INSTALLS,592,46,4,9076,,,20200506,FB
202005060001592,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,1,,,,,20200506,FB
202005060001593,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,1653,156,2,2576,1,390,20200506,FB
202005060001594,權證小哥_軟體_導購_20200505,LINK_CLICKS,97,,2,3737,,,20200506,FB
202005060001595,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,1493,90,2,2576,2,800,20200506,FB
202005060001596,林恩如_下載_0504建立_軟體,APP_INSTALLS,512,25,,,,,20200506,FB
202005060001597,20200505_下載艾蜜莉app_軟體,APP_INSTALLS,2943,190,1,299,5,1950,20200506,FB
202005060001598,20200506_阿格力_購買_首購銷售,CONVERSIONS,10757,,232,280583,,,20200506,FB
202005060001599,流量專案貼文測試-0506_網誌組,LINK_CLICKS,500,,,,,,20200506,FB
202005070001600,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,3137,160,4,15875,1,400,20200507,FB
202005070001601,期貨電子盤_下載_IOS(舊),APP_INSTALLS,125,5,1,9591,,,20200507,FB
202005070001602,股市爆料同學會_20190617(下載),APP_INSTALLS,1436,298,1,1288,,,20200507,FB
202005070001603,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3300,148,5,10976,2,800,20200507,FB
202005070001604,武財神_APP下載_20200221,APP_INSTALLS,217,20,,,,,20200507,FB
202005070001605,林恩如_2020講座(購買)_講座,CONVERSIONS,495,,10,19820,,,20200507,FB
202005070001606,iCheck APP下載_20200324,APP_INSTALLS,498,48,,,,,20200507,FB
202005070001607,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,410,94,1,1680,,,20200507,FB
202005070001608,期權先生0513講座_互動,POST_ENGAGEMENT,540,,,,,,20200507,FB
202005070001609,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,16,1,,,,,20200507,FB
202005070001610,股人阿勳_下載_軟體,APP_INSTALLS,106,7,,,,,20200507,FB
202005070001611,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,5,,,,,,20200507,FB
202005070001612,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,1296,117,5,9028,,,20200507,FB
202005070001613,阿格力_下載_軟體,APP_INSTALLS,3,,,,,,20200507,FB
202005070001614,權證小哥_軟體_導購_20200505,LINK_CLICKS,99,,2,8687,,,20200507,FB
202005070001615,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,1560,100,3,3075,4,3290,20200507,FB
202005070001616,林恩如_下載_0504建立_軟體,APP_INSTALLS,345,17,2,2576,,,20200507,FB
202005070001617,20200505_下載艾蜜莉app_軟體,APP_INSTALLS,2934,223,3,1397,1,390,20200507,FB
202005070001618,20200506_阿格力_購買_首購銷售,CONVERSIONS,9368,,116,102227,,,20200507,FB
202005080001619,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,4819,228,5,14254,1,400,20200508,FB
202005080001620,期貨電子盤_下載_IOS(舊),APP_INSTALLS,107,6,,,,,20200508,FB
202005080001621,股市爆料同學會_20190617(下載),APP_INSTALLS,1387,229,1,3771,,,20200508,FB
202005080001622,權證小哥_講座_轉換次數(購買),CONVERSIONS,1391,,29,181266,,,20200508,FB
202005080001623,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3318,125,4,17898,1,400,20200508,FB
202005080001624,武財神_APP下載_20200221,APP_INSTALLS,212,37,,,,,20200508,FB
202005080001625,林恩如_2020講座(購買)_講座,CONVERSIONS,502,,7,55908,,,20200508,FB
202005080001626,iCheck APP下載_20200324,APP_INSTALLS,497,38,,,,,20200508,FB
202005080001627,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,466,80,1,8586,,,20200508,FB
202005080001628,期權先生0513講座_互動,POST_ENGAGEMENT,507,,,,,,20200508,FB
202005080001629,股市爆料同學會_優良測試組_20200416(下載),APP_INSTALLS,3,1,,,,,20200508,FB
202005080001630,股人阿勳_下載_軟體,APP_INSTALLS,218,18,,,,,20200508,FB
202005080001631,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200508,FB
202005080001632,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,1181,96,3,2875,,,20200508,FB
202005080001633,阿格力_下載_軟體,APP_INSTALLS,472,42,4,3174,,,20200508,FB
202005080001634,權證小哥_軟體_導購_20200505,LINK_CLICKS,96,,1,3577,,,20200508,FB
202005080001635,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,2564,112,1,1288,2,800,20200508,FB
202005080001636,林恩如_下載_0504建立_軟體,APP_INSTALLS,150,15,,,,,20200508,FB
202005080001637,20200505_下載艾蜜莉app_軟體,APP_INSTALLS,2921,198,2,14687,,,20200508,FB
202005080001638,20200506_阿格力_購買_首購銷售,CONVERSIONS,9905,,98,161683,,,20200508,FB
202005090001639,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,5395,235,6,3776,6,5590,20200509,FB
202005090001640,期貨電子盤_下載_IOS(舊),APP_INSTALLS,140,9,,,,,20200509,FB
202005090001641,股市爆料同學會_20190617(下載),APP_INSTALLS,1321,222,5,7448,,,20200509,FB
202005090001642,權證小哥_講座_轉換次數(購買),CONVERSIONS,1641,,58,359481,,,20200509,FB
202005090001643,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3055,145,10,26405,3,2890,20200509,FB
202005090001644,武財神_APP下載_20200221,APP_INSTALLS,215,34,,,,,20200509,FB
202005090001645,林恩如_2020講座(購買)_講座,CONVERSIONS,529,,9,51952,,,20200509,FB
202005090001646,iCheck APP下載_20200324,APP_INSTALLS,529,48,,,,,20200509,FB
202005090001647,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,296,45,1,379,,,20200509,FB
202005090001648,期權先生0513講座_互動,POST_ENGAGEMENT,561,,1,1288,,,20200509,FB
202005090001649,股人阿勳_下載_軟體,APP_INSTALLS,342,30,3,4175,,,20200509,FB
202005090001650,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200509,FB
202005090001651,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,1440,121,,,1,390,20200509,FB
202005090001652,阿格力_下載_軟體,APP_INSTALLS,465,35,2,4776,,,20200509,FB
202005090001653,權證小哥_軟體_導購_20200505,LINK_CLICKS,108,,3,13953,,,20200509,FB
202005090001654,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,3607,175,4,2875,4,1600,20200509,FB
202005090001655,林恩如_下載_0504建立_軟體,APP_INSTALLS,545,91,1,13888,,,20200509,FB
202005090001656,20200505_下載艾蜜莉app_軟體,APP_INSTALLS,2934,301,5,10334,1,390,20200509,FB
202005090001657,20200506_阿格力_購買_首購銷售,CONVERSIONS,7413,,76,107765,,,20200509,FB
202005100001658,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,5144,264,10,9442,1,400,20200510,FB
202005100001659,期貨電子盤_下載_IOS(舊),APP_INSTALLS,116,4,1,2988,,,20200510,FB
202005100001660,股市爆料同學會_20190617(下載),APP_INSTALLS,1213,244,11,20426,,,20200510,FB
202005100001661,權證小哥_講座_轉換次數(購買),CONVERSIONS,1733,,117,705943,,,20200510,FB
202005100001662,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,2261,118,4,10275,2,800,20200510,FB
202005100001663,武財神_APP下載_20200221,APP_INSTALLS,209,33,,,,,20200510,FB
202005100001664,林恩如_2020講座(購買)_講座,CONVERSIONS,488,,11,59864,,,20200510,FB
202005100001665,iCheck APP下載_20200324,APP_INSTALLS,492,55,,,,,20200510,FB
202005100001666,股市爆料同學會_影片廣告_20200416(下載),APP_INSTALLS,158,31,,,,,20200510,FB
202005100001667,期權先生0513講座_互動,POST_ENGAGEMENT,584,,,,,,20200510,FB
202005100001668,股人阿勳_下載_軟體,APP_INSTALLS,599,62,4,7352,,,20200510,FB
202005100001669,股市爆料同學會_受眾測試組_20200520,APP_INSTALLS,0,,,,,,20200510,FB
202005100001670,20200424艾蜜莉app導下載_軟體,APP_INSTALLS,1448,135,3,11464,1,390,20200510,FB
202005100001671,阿格力_下載_軟體,APP_INSTALLS,46,4,,,,,20200510,FB
