Serial_Number,Campaign_Name,Adset_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Category,Reporting_Date
2020081100016818,華倫_購買_20200811_01,華倫_購買_抽手機_華倫受眾,CONVERSIONS,194,,,,,,FB,20200811
2020081100016819,自由人_0810(APP購買),自由人_0810(APP購買)_波段課程受眾,CONVERSIONS,967,,2,5470,,,FB,20200811
2020081100016820,自由人_0810(APP購買),自由人_0810(APP購買)_興趣：期貨,CONVERSIONS,972,,3,10218,,,FB,20200811
2020081100016821,股市爆料同學會_ 理財寶購買受眾_20200810,股市爆料同學會_20200810_Android_理財寶購買受眾,APP_INSTALLS,154,17,1,7888,,,FB,20200811
2020081100016822,自由人_0810(APP購買),自由人_0810(APP購買)_波段軟體受眾,CONVERSIONS,963,,7,44781,,,FB,20200811
2020081100016823,自由人_0810(APP購買),自由人_0810(APP購買)_開啟APP類似受眾,CONVERSIONS,1158,,8,20585,,,FB,20200811
2020081100016824,自由人_0810(APP購買),自由人_0810(APP購買)__短線軟體受眾,CONVERSIONS,970,,4,5856,,,FB,20200811
2020081100016825,自由人_0810(APP購買),自由人_0810(APP購買)_粉專互動受眾,CONVERSIONS,1185,,10,33878,,,FB,20200811
2020081100016826,自由人_0810(APP購買),自由人_0810(APP購買)_短線課程受眾,CONVERSIONS,967,,2,5848,,,FB,20200811
2020081100016827,華倫_購買_20200811_01,華倫_購買_抽手機_基本面受眾,CONVERSIONS,194,,,,,,FB,20200811
2020081100016828,華倫_購買_20200811_01,華倫_購買_抽手機_價值投資興趣受眾,CONVERSIONS,932,,5,4387,,,FB,20200811
2020081100016829,華倫_購買_20200811_01,華倫_購買_抽現金_華倫受眾,CONVERSIONS,252,,2,598,,,FB,20200811
2020081100016830,華倫_購買_20200811_01,華倫_購買_抽現金_基本面受眾,CONVERSIONS,328,,1,499,,,FB,20200811
2020081100016831,華倫_購買_20200811_01,華倫_購買_抽現金_價值投資興趣,CONVERSIONS,934,,6,4684,,,FB,20200811
2020081100016832,股人阿勳8月銷售轉換_軟體,外部投資興趣受眾_合一勸世圖片,CONVERSIONS,2038,,9,24305,,,FB,20200811
2020081100016833,股人阿勳8月銷售轉換_軟體,外部投資興趣受眾_銷售圖,CONVERSIONS,1790,,1,,,,FB,20200811
2020081100016834,股市爆料同學會_ 理財寶購買受眾_20200811,⛔️股市爆料同學會_20200811_Android_理財寶購買受眾,APP_INSTALLS,129,12,,,,,FB,20200811
2020081100016835,籌碼K線_Android_下載,理財寶粉專各種行為_Android,APP_INSTALLS,319,10,,,,,FB,20200811
2020081100016836,籌碼K線_Android_下載,同學會_Android,APP_INSTALLS,103,5,,,,,FB,20200811
2020081100016837,籌碼K線_Android_下載,相似受眾_Android,APP_INSTALLS,361,9,1,420,1,420,FB,20200811
2020081100016838,籌碼K線_Android_下載,興趣投資理財_Android,APP_INSTALLS,1299,47,,,,,FB,20200811
2020081100016839,華倫_購買_20200811_02,華倫_購買_抽手機_華倫受眾_圖片,CONVERSIONS,104,,,,,,FB,20200811
2020081100016840,華倫_購買_20200811_02,華倫_購買_抽現金_華倫受眾_圖片,CONVERSIONS,297,,6,4983,,,FB,20200811
2020081100016841,華倫_購買_20200811_02,華倫_購買_抽現金_基本面受眾_圖片,CONVERSIONS,244,,3,11875,,,FB,20200811
2020081100016842,華倫_購買_20200811_02,華倫_購買_抽手機_基本面受眾_圖片,CONVERSIONS,155,,,,,,FB,20200811
2020081100016843,華倫_購買_20200811_02,華倫_購買_抽手機_價值投資興趣_圖片,CONVERSIONS,283,,4,4674,,,FB,20200811
2020081100016844,華倫_購買_20200811_02,華倫_購買_抽現金_價值投資興趣_圖片,CONVERSIONS,286,,3,897,,,FB,20200811
2020081100016845,華倫_購買_20200811_02,華倫_購買_抽手機_華倫受眾_形象有背板,CONVERSIONS,17,,1,299,,,FB,20200811
2020081100016846,華倫_購買_20200811_02,華倫_購買_抽手機_華倫受眾_活動影片,CONVERSIONS,24,,,,,,FB,20200811
2020081100016847,華倫_購買_20200811_02,華倫_購買_抽現金_華倫受眾_形象有背板,CONVERSIONS,8,,,,,,FB,20200811
2020081100016848,華倫_購買_20200811_02,華倫_購買_抽現金_華倫受眾_活動影片,CONVERSIONS,77,,1,299,,,FB,20200811
2020081100016849,華倫_購買_20200811_02,華倫_購買_抽現金_基本面受眾_形象有背板,CONVERSIONS,75,,,,,,FB,20200811
2020081100016850,華倫_購買_20200811_02,華倫_購買_抽現金_基本面受眾_活動影片,CONVERSIONS,110,,,,,,FB,20200811
2020081100016851,華倫_購買_20200811_02,華倫_購買_抽手機_基本面受眾_形象有背板,CONVERSIONS,31,,,,,,FB,20200811
2020081100016852,華倫_購買_20200811_02,華倫_購買_抽手機_基本面受眾_活動影片,CONVERSIONS,118,,,,,,FB,20200811
2020081100016853,華倫_購買_20200811_02,華倫_購買_抽現金_價值投資興趣_形象有背板,CONVERSIONS,1,,,,,,FB,20200811
2020081100016854,華倫_購買_20200811_02,華倫_購買_抽現金_價值投資興趣_活動影片,CONVERSIONS,0,,,,,,FB,20200811
2020081100016855,華倫_購買_20200811_02,華倫_購買_抽手機_價值投資興趣_形象有背板,CONVERSIONS,0,,,,,,FB,20200811
2020081100016856,華倫_購買_20200811_02,華倫_購買_抽手機_價值投資興趣_活動影片,CONVERSIONS,2,,,,,,FB,20200811
2020081200016857,期貨電子盤_下載_IOS(舊),興趣期貨受眾_IOS,APP_INSTALLS,22,,,,,,FB,20200812
2020081200016858,期貨電子盤_下載_IOS(舊),期貨電子盤類似受眾_IOS,APP_INSTALLS,16,1,,,,,FB,20200812
2020081200016859,股市爆料同學會_20190617(下載),(理財A)股市爆料同學會_Android_201906170,APP_INSTALLS,0,,,,,,FB,20200812
2020081200016860,股市爆料同學會_20190617(下載),股市爆料同學會_理財寶TA_20200318_Android,APP_INSTALLS,5,2,,,,,FB,20200812
2020081200016861,股市爆料同學會_20190617(下載),股市爆料同學會_圖片測試_20200507_Android,APP_INSTALLS,44,10,,,,,FB,20200812
2020081200016862,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片A_20200306_大眾TA_iOS,APP_INSTALLS,44,6,,,,,FB,20200812
2020081200016863,股市爆料同學會_20190617(下載),股市爆料同學會_圖片測試B_20200507_Android,APP_INSTALLS,0,,,,,,FB,20200812
2020081200016864,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片區_爆料TA_iOS,APP_INSTALLS,6,1,,,,,FB,20200812
2020081200016865,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200606,APP_INSTALLS,1,,,,,,FB,20200812
2020081200016866,股市爆料同學會_測試專用_20200606(下載),股市爆料同學會_測試_Android_20200606,APP_INSTALLS,2,1,,,,,FB,20200812
2020081200016867,股市爆料同學會_20190617(下載),股市爆料同學會_圖片測試_2020608_iOS - Henry,APP_INSTALLS,564,113,,,,,FB,20200812
2020081200016868,股人阿勳_下載_20200605_軟體,股人阿勳_下載_IOS_籌K+同學會受眾,APP_INSTALLS,51,4,,,,,FB,20200812
2020081200016869,股市爆料同學會_測試專用_20200606(下載),股市爆料同學會_測試_iOS_20200701,APP_INSTALLS,4,,,,,,FB,20200812
2020081200016870,籌碼K線_iOS_下載,同學會_iOS,APP_INSTALLS,1178,62,1,299,2,840,FB,20200812
2020081200016871,籌碼K線_iOS_下載,興趣投資理財_iOS,APP_INSTALLS,7818,260,2,598,,,FB,20200812
2020081200016872,籌碼K線_iOS_下載,理財寶粉專各種行為_iOS,APP_INSTALLS,708,31,,,1,3590,FB,20200812
2020081200016873,籌碼K線_iOS_下載,相似受眾_iOS,APP_INSTALLS,1054,51,1,7888,1,400,FB,20200812
2020081200016874,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200715,APP_INSTALLS,123,31,,,,,FB,20200812
2020081200016875,0721艾蜜莉APP下載  (iOS)_軟體,外部大眾_股票便宜價(雙手機),APP_INSTALLS,3534,208,3,5470,1,390,FB,20200812
2020081200016876,0721艾蜜莉APP下載 (Android)_軟體,外部大眾_股票便宜價(雙手機),APP_INSTALLS,1502,97,1,299,,,FB,20200812
2020081200016877,華倫_下載_20200722,華倫_下載_IOS_人+手機圖,APP_INSTALLS,2,,,,,,FB,20200812
2020081200016878,華倫_下載_20200722,華倫_下載_IOS_手機圖,APP_INSTALLS,300,32,,,,,FB,20200812
2020081200016879,華倫_下載_20200722,華倫_下載_AOS_人+手機圖,APP_INSTALLS,15,1,,,,,FB,20200812
2020081200016880,華倫_下載_20200722,華倫_下載_AOS_手機圖,APP_INSTALLS,177,8,,,,,FB,20200812
2020081200016881,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試2_iOS_20200723,APP_INSTALLS,1,,,,,,FB,20200812
2020081200016882,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試3_iOS_20200723,APP_INSTALLS,8,2,,,,,FB,20200812
2020081200016883,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試3_Android_20200723,APP_INSTALLS,16,5,,,,,FB,20200812
2020081200016884,武財神_APP下載_Android_20200723,武財神__Android_25-65+_興趣_道教_自動版位,APP_INSTALLS,206,24,,,,,FB,20200812
2020081200016885,武財神_APP下載_Android_20200723,武財神__Android_25-65+_類似受眾_安裝APP_自動版位,APP_INSTALLS,193,24,,,,,FB,20200812
2020081200016886,武財神_APP下載_Android_20200723,武財神__Android_25-65+_類似受眾_上香_自動版位,APP_INSTALLS,31,5,,,,,FB,20200812
2020081200016887,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_興趣_道教_自動版位,APP_INSTALLS,29,1,,,,,FB,20200812
2020081200016888,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_安裝APP_自動版位,APP_INSTALLS,15,,,,,,FB,20200812
2020081200016889,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_上香_自動版位,APP_INSTALLS,111,4,,,,,FB,20200812
2020081200016890,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_年訂閱_自動版位,APP_INSTALLS,43,3,,,,,FB,20200812
2020081200016891,股市爆料同學會_20200730(下載),股市爆料同學會_測試2_iOS_20200723,APP_INSTALLS,36,7,,,,,FB,20200812
2020081200016892,股市爆料同學會_20200730(下載),股市爆料同學會_測試3_Android_20200723,APP_INSTALLS,10,1,,,,,FB,20200812
2020081200016893,股市爆料同學會_20200730(下載),股市爆料同學會_測試2_Android_20200723,APP_INSTALLS,5,,,,,,FB,20200812
2020081200016894,股市爆料同學會_20200730(下載),股市爆料同學會_測試3_iOS_20200723,APP_INSTALLS,1,,,,,,FB,20200812
2020081200016895,股市爆料同學會_20200730(下載),股市爆料同學會_測試1_Android_20200723,APP_INSTALLS,80,12,,,,,FB,20200812
2020081200016896,20200801_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣,APP_INSTALLS,163,14,,,,,FB,20200812
2020081200016897,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段官網30D相似受眾,APP_INSTALLS,35,3,,,,,FB,20200812
2020081200016898,20200801_林恩如_AOS_下載_軟體,林恩如_Android_基本面造訪,APP_INSTALLS,2,,,,,,FB,20200812
2020081200016899,20200801_林恩如_AOS_下載_軟體,林恩如_Android_林恩如相似受眾,APP_INSTALLS,62,7,,,,,FB,20200812
2020081200016900,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段課程相似受眾,APP_INSTALLS,5,,,,,,FB,20200812
2020081200016901,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段軟體受眾,APP_INSTALLS,244,24,,,,,FB,20200812
2020081200016902,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_基本面造訪,APP_INSTALLS,176,9,,,,,FB,20200812
2020081200016903,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如相似受眾,APP_INSTALLS,10,1,,,,,FB,20200812
2020081200016904,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體受眾,APP_INSTALLS,329,15,,,5,,FB,20200812
2020081200016905,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣,APP_INSTALLS,156,7,,,,,FB,20200812
2020081200016906,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段官網30D相似受眾,APP_INSTALLS,5,,,,,,FB,20200812
2020081200016907,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段課程相似受眾,APP_INSTALLS,14,,,,,,FB,20200812
2020081200016908,20200801_林恩如_Like_其他_軟體,林恩如_Like_期貨興趣受眾,PAGE_LIKES,20,,,,,,FB,20200812
2020081200016909,20200801_林恩如_Like_其他_軟體,林恩如_Like_波段軟體相似受眾,PAGE_LIKES,3,,,,,,FB,20200812
2020081200016910,20200801_林恩如_Like_其他_軟體,林恩如_Like_波段課程相似受眾,PAGE_LIKES,20,,,,,,FB,20200812
2020081200016911,20200801_林恩如_Like_其他_軟體,林恩如_Like_林恩如受眾,PAGE_LIKES,4,,,,,,FB,20200812
2020081200016912,20200801_林恩如_Like_其他_軟體,林恩如_Like_財經興趣受眾,PAGE_LIKES,19,,,,,,FB,20200812
2020081200016913,0721艾蜜莉APP下載 (Android)_軟體,投資興趣大眾_股票便宜價(雙手機),APP_INSTALLS,996,88,,,,,FB,20200812
2020081200016914,0721艾蜜莉APP下載  (iOS)_軟體,投資興趣大眾_股票便宜價(雙手機),APP_INSTALLS,998,57,,,,,FB,20200812
2020081200016915,股人阿勳按讚0804_軟體,外部投資興趣大眾,PAGE_LIKES,300,,,,,,FB,20200812
2020081200016916,20200806-0828_林恩如_2020技術分析實戰班_購買_講座,林恩如_課程_（北部）林恩如相似受眾,CONVERSIONS,876,,1,,,,FB,20200812
2020081200016917,20200806-0828_林恩如_2020技術分析實戰班_購買_講座,林恩如_課程_（北部）籌碼K線相似受眾,CONVERSIONS,865,,,,,,FB,20200812
2020081200016918,20200806-0828_林恩如_2020技術分析實戰班_購買_講座,林恩如_課程_（北部）丹尼爾相似受眾,CONVERSIONS,861,,,,,,FB,20200812
2020081200016919,20200806-0828_林恩如_2020技術分析實戰班_購買_講座,林恩如_課程_（北部）理財寶相似受眾,CONVERSIONS,860,,1,299,,,FB,20200812
2020081200016920,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試1_Android_20200805,APP_INSTALLS,36,8,,,,,FB,20200812
2020081200016921,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試3_Android_20200805,APP_INSTALLS,20,5,,,,,FB,20200812
2020081200016922,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試1_iOS_20200805,APP_INSTALLS,16,1,,,,,FB,20200812
2020081200016923,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試3_iOS_20200805,APP_INSTALLS,61,19,,,,,FB,20200812
2020081200016924,自由人_0807(APP下載)_IOS,自由人_0807(APP下載)_IOS_粉專互動受眾,APP_INSTALLS,0,,,,,,FB,20200812
2020081200016925,自由人_0807(APP下載)_IOS,自由人_0807(APP下載)_IOS_開啟APP類似受眾,APP_INSTALLS,2,,,,,,FB,20200812
2020081200016926,自由人_0807(APP下載)_IOS,自由人_0807(APP下載)_IOS_波段軟體受眾,APP_INSTALLS,2,,,,,,FB,20200812
2020081200016927,自由人_0807(APP下載)_IOS,自由人_0807(APP下載)_IOS_短線軟體受眾,APP_INSTALLS,4,,,,,,FB,20200812
2020081200016928,自由人_0807(APP下載)_IOS,自由人_0807(APP下載)_IOS_短線課程受眾,APP_INSTALLS,3,,,,,,FB,20200812
2020081200016929,自由人_0807(APP下載)_Android,自由人_0807(APP下載)_Android_短線課程受眾,APP_INSTALLS,0,,,,,,FB,20200812
2020081200016930,自由人_0807(APP下載)_Android,自由人_0807(APP下載)_Android_粉專互動受眾,APP_INSTALLS,1,,,,,,FB,20200812
2020081200016931,自由人_0807(APP下載)_Android,自由人_0807(APP下載)_Android_短線軟體受眾,APP_INSTALLS,118,9,,,,,FB,20200812
2020081200016932,自由人_0807(APP下載)_Android,自由人_0807(APP下載)_Android_開啟APP類似受眾,APP_INSTALLS,7,1,,,,,FB,20200812
2020081200016933,自由人_0807(APP下載)_Android,自由人_0807(APP下載)_Android_波段軟體受眾,APP_INSTALLS,9,,,,,,FB,20200812
2020081200016934,股人阿勳8月銷售轉換_軟體,阿勳受眾_銷售圖片,CONVERSIONS,4092,,7,10682,,,FB,20200812
2020081200016935,股人阿勳8月銷售轉換_軟體,阿勳受眾_價值檢視系統圖片,CONVERSIONS,4926,,9,11680,,,FB,20200812
2020081200016936,股人阿勳8月銷售轉換_軟體,阿勳受眾_合一勸世圖片,CONVERSIONS,1490,,5,1796,,,FB,20200812
2020081200016937,股人阿勳8月銷售轉換_軟體,阿勳受眾_銷售動圖,CONVERSIONS,4898,,6,10183,,,FB,20200812
2020081200016938,自由人_0807(APP下載)_Android,自由人_0810(APP下載)_Android_興趣：期貨,APP_INSTALLS,21,1,,,,,FB,20200812
2020081200016939,自由人_0807(APP下載)_IOS,自由人_0810(APP下載)_IOS_興趣：期貨,APP_INSTALLS,6,1,,,,,FB,20200812
2020081200016940,自由人_0807(APP下載)_Android,自由人_0807(APP下載)_Android_波段課程受眾,APP_INSTALLS,2,,,,,,FB,20200812
2020081200016941,自由人_0807(APP下載)_IOS,自由人_0807(APP下載)_IOS_波段課程受眾,APP_INSTALLS,7,1,,,,,FB,20200812
2020081200016942,華倫_購買_20200811_01,華倫_購買_抽手機_華倫受眾,CONVERSIONS,14,,,,,,FB,20200812
2020081200016943,自由人_0810(APP購買),自由人_0810(APP購買)_波段課程受眾,CONVERSIONS,689,,2,11659,,,FB,20200812
2020081200016944,自由人_0810(APP購買),自由人_0810(APP購買)_興趣：期貨,CONVERSIONS,246,,3,20397,,,FB,20200812
2020081200016945,自由人_0810(APP購買),自由人_0810(APP購買)_波段軟體受眾,CONVERSIONS,1586,,5,16131,,,FB,20200812
2020081200016946,自由人_0810(APP購買),自由人_0810(APP購買)_開啟APP類似受眾,CONVERSIONS,1914,,7,29720,,,FB,20200812
2020081200016947,自由人_0810(APP購買),自由人_0810(APP購買)__短線軟體受眾,CONVERSIONS,978,,8,25592,,,FB,20200812
2020081200016948,自由人_0810(APP購買),自由人_0810(APP購買)_粉專互動受眾,CONVERSIONS,1849,,10,36735,,,FB,20200812
2020081200016949,自由人_0810(APP購買),自由人_0810(APP購買)_短線課程受眾,CONVERSIONS,971,,4,10449,,,FB,20200812
2020081200016950,華倫_購買_20200811_01,華倫_購買_抽手機_基本面受眾,CONVERSIONS,24,,2,3771,,,FB,20200812
2020081200016951,華倫_購買_20200811_01,華倫_購買_抽手機_價值投資興趣受眾,CONVERSIONS,27,,,,,,FB,20200812
2020081200016952,華倫_購買_20200811_01,華倫_購買_抽現金_華倫受眾,CONVERSIONS,13,,,,,,FB,20200812
2020081200016953,華倫_購買_20200811_01,華倫_購買_抽現金_基本面受眾,CONVERSIONS,47,,,,,,FB,20200812
2020081200016954,華倫_購買_20200811_01,華倫_購買_抽現金_價值投資興趣,CONVERSIONS,44,,,,,,FB,20200812
2020081200016955,股市爆料同學會_ 理財寶購買受眾_20200811,⛔️股市爆料同學會_20200811_Android_理財寶購買受眾,APP_INSTALLS,86,7,,,,,FB,20200812
2020081200016956,籌碼K線_Android_下載,理財寶粉專各種行為_Android,APP_INSTALLS,435,18,,,,,FB,20200812
2020081200016957,籌碼K線_Android_下載,同學會_Android,APP_INSTALLS,315,11,,,,,FB,20200812
2020081200016958,籌碼K線_Android_下載,相似受眾_Android,APP_INSTALLS,810,30,,,1,420,FB,20200812
2020081200016959,籌碼K線_Android_下載,興趣投資理財_Android,APP_INSTALLS,3392,124,2,4010,1,3590,FB,20200812
2020081200016960,華倫_購買_20200811_02,華倫_購買_抽手機_華倫受眾_圖片,CONVERSIONS,1035,,6,4983,,,FB,20200812
2020081200016961,華倫_購買_20200811_02,華倫_購買_抽現金_華倫受眾_圖片,CONVERSIONS,1060,,4,9285,,,FB,20200812
2020081200016962,華倫_購買_20200811_02,華倫_購買_抽現金_基本面受眾_圖片,CONVERSIONS,98,,1,299,,,FB,20200812
2020081200016963,華倫_購買_20200811_02,華倫_購買_抽手機_基本面受眾_圖片,CONVERSIONS,77,,1,299,,,FB,20200812
2020081200016964,華倫_購買_20200811_02,華倫_購買_抽手機_價值投資興趣_圖片,CONVERSIONS,644,,2,598,,,FB,20200812
2020081200016965,華倫_購買_20200811_02,華倫_購買_抽現金_價值投資興趣_圖片,CONVERSIONS,481,,,,,,FB,20200812
2020081200016966,華倫_購買_20200811_02,華倫_購買_抽手機_華倫受眾_形象有背板,CONVERSIONS,1104,,8,4983,,,FB,20200812
2020081200016967,華倫_購買_20200811_02,華倫_購買_抽手機_華倫受眾_活動影片,CONVERSIONS,7,,,,,,FB,20200812
2020081200016968,華倫_購買_20200811_02,華倫_購買_抽現金_華倫受眾_形象有背板,CONVERSIONS,21,,,,,,FB,20200812
2020081200016969,華倫_購買_20200811_02,華倫_購買_抽現金_華倫受眾_活動影片,CONVERSIONS,35,,,,,,FB,20200812
2020081200016970,華倫_購買_20200811_02,華倫_購買_抽現金_基本面受眾_形象有背板,CONVERSIONS,177,,1,299,,,FB,20200812
2020081200016971,華倫_購買_20200811_02,華倫_購買_抽現金_基本面受眾_活動影片,CONVERSIONS,151,,,,,,FB,20200812
2020081200016972,華倫_購買_20200811_02,華倫_購買_抽手機_基本面受眾_形象有背板,CONVERSIONS,282,,,,,,FB,20200812
2020081200016973,華倫_購買_20200811_02,華倫_購買_抽手機_基本面受眾_活動影片,CONVERSIONS,75,,,,,,FB,20200812
2020081200016974,華倫_購買_20200811_02,華倫_購買_抽現金_價值投資興趣_形象有背板,CONVERSIONS,551,,,,,,FB,20200812
2020081200016975,華倫_購買_20200811_02,華倫_購買_抽現金_價值投資興趣_活動影片,CONVERSIONS,173,,,,,,FB,20200812
2020081200016976,華倫_購買_20200811_02,華倫_購買_抽手機_價值投資興趣_形象有背板,CONVERSIONS,915,,1,,,,FB,20200812
2020081200016977,華倫_購買_20200811_02,華倫_購買_抽手機_價值投資興趣_活動影片,CONVERSIONS,204,,1,499,,,FB,20200812
2020081200016978,股人阿勳8月銷售轉換_軟體,籌碼K受眾_銷售動圖,CONVERSIONS,1730,,4,4270,,,FB,20200812
2020081200016979,股人阿勳8月銷售轉換_軟體,同學會受眾_銷售動圖,CONVERSIONS,1683,,3,798,,,FB,20200812
2020081200016980,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_求籤_自動版位,APP_INSTALLS,1,,,,,,FB,20200812
2020081200016981,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_活躍用戶5%_自動版位,APP_INSTALLS,0,,,,,,FB,20200812
2020081200016982,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_自訂受眾_籌碼K線_自動版位,APP_INSTALLS,0,,,,,,FB,20200812
2020081200016983,權證小哥_講座_轉換次數(購買),20200816 小哥權證講座_付費直播,CONVERSIONS,472,,12,59918,,,FB,20200812
2020081200016984,股人阿勳8月銷售轉換_軟體,阿勳受眾_銷售圖片_倒數,CONVERSIONS,2193,,2,798,,,FB,20200812
2020081200016985,股人阿勳8月銷售轉換_軟體,阿勳受眾_銷售圖片(功能)_倒數,CONVERSIONS,2991,,4,2595,,,FB,20200812
2020081300016986,期貨電子盤_下載_IOS(舊),興趣期貨受眾_IOS,APP_INSTALLS,28,1,,,,,FB,20200813
2020081300016987,期貨電子盤_下載_IOS(舊),期貨電子盤類似受眾_IOS,APP_INSTALLS,16,1,,,,,FB,20200813
2020081300016988,股市爆料同學會_20190617(下載),股市爆料同學會_理財寶TA_20200318_Android,APP_INSTALLS,16,1,,,,,FB,20200813
2020081300016989,股市爆料同學會_20190617(下載),股市爆料同學會_圖片測試_20200507_Android,APP_INSTALLS,11,2,,,,,FB,20200813
2020081300016990,股市爆料同學會_測試專用_20200606(下載),股市爆料同學會_測試_Android_20200606,APP_INSTALLS,8,4,,,,,FB,20200813
2020081300016991,股市爆料同學會_20190617(下載),股市爆料同學會_圖片測試_2020608_iOS - Henry,APP_INSTALLS,150,36,1,299,,,FB,20200813
2020081300016992,股人阿勳_下載_20200605_軟體,股人阿勳_下載_IOS_籌K+同學會受眾,APP_INSTALLS,69,4,,,,,FB,20200813
2020081300016993,股市爆料同學會_測試專用_20200606(下載),股市爆料同學會_測試_iOS_20200701,APP_INSTALLS,3,1,,,,,FB,20200813
2020081300016994,籌碼K線_iOS_下載,同學會_iOS,APP_INSTALLS,1163,49,1,299,,,FB,20200813
2020081300016995,籌碼K線_iOS_下載,興趣投資理財_iOS,APP_INSTALLS,6302,216,1,,1,3590,FB,20200813
2020081300016996,籌碼K線_iOS_下載,理財寶粉專各種行為_iOS,APP_INSTALLS,838,40,1,499,,,FB,20200813
2020081300016997,籌碼K線_iOS_下載,相似受眾_iOS,APP_INSTALLS,1035,30,,,2,3990,FB,20200813
2020081300016998,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200715,APP_INSTALLS,258,70,,,,,FB,20200813
2020081300016999,0721艾蜜莉APP下載  (iOS)_軟體,外部大眾_股票便宜價(雙手機),APP_INSTALLS,3492,265,,,,,FB,20200813
2020081300017000,0721艾蜜莉APP下載 (Android)_軟體,外部大眾_股票便宜價(雙手機),APP_INSTALLS,1509,99,4,37298,1,390,FB,20200813
2020081300017001,華倫_下載_20200722,華倫_下載_IOS_人+手機圖,APP_INSTALLS,0,,,,,,FB,20200813
2020081300017002,華倫_下載_20200722,華倫_下載_IOS_手機圖,APP_INSTALLS,301,28,1,299,,,FB,20200813
2020081300017003,華倫_下載_20200722,華倫_下載_AOS_人+手機圖,APP_INSTALLS,17,1,,,,,FB,20200813
2020081300017004,華倫_下載_20200722,華倫_下載_AOS_手機圖,APP_INSTALLS,46,5,,,,,FB,20200813
2020081300017005,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試2_iOS_20200723,APP_INSTALLS,2,,,,,,FB,20200813
2020081300017006,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試3_Android_20200723,APP_INSTALLS,11,2,,,,,FB,20200813
2020081300017007,武財神_APP下載_Android_20200723,武財神__Android_25-65+_興趣_道教_自動版位,APP_INSTALLS,192,15,,,,,FB,20200813
2020081300017008,武財神_APP下載_Android_20200723,武財神__Android_25-65+_類似受眾_安裝APP_自動版位,APP_INSTALLS,191,17,,,,,FB,20200813
2020081300017009,武財神_APP下載_Android_20200723,武財神__Android_25-65+_類似受眾_上香_自動版位,APP_INSTALLS,41,6,,,,,FB,20200813
2020081300017010,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_興趣_道教_自動版位,APP_INSTALLS,11,1,,,1,90,FB,20200813
2020081300017011,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_安裝APP_自動版位,APP_INSTALLS,2,,,,,,FB,20200813
2020081300017012,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_上香_自動版位,APP_INSTALLS,18,,,,,,FB,20200813
2020081300017013,武財神_APP下載_iOS_20200723,武財神__iOS_25-65+_類似受眾_年訂閱_自動版位,APP_INSTALLS,119,10,,,,,FB,20200813
2020081300017014,20200801_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣,APP_INSTALLS,206,16,,,,,FB,20200813
2020081300017015,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段官網30D相似受眾,APP_INSTALLS,21,,,,,,FB,20200813
2020081300017016,20200801_林恩如_AOS_下載_軟體,林恩如_Android_基本面造訪,APP_INSTALLS,2,,,,,,FB,20200813
